npc_type,player_hp,npc_hp,gold,inventory,player_attacked,npc_met,action
enemy,70,80,30,0,False,False,attack
enemy,70,80,30,0,True,True,attack
enemy,70,80,30,0,True,False,attack
enemy,70,80,30,1,False,True,attack
enemy,70,80,30,1,False,False,attack
enemy,70,80,30,1,True,True,attack
enemy,70,80,30,1,True,False,attack
enemy,70,80,30,3,False,True,attack
enemy,70,80,30,3,False,False,attack
enemy,70,80,30,3,True,True,attack
enemy,70,80,30,3,True,False,attack
enemy,70,80,100,0,False,True,attack
enemy,70,80,100,0,False,False,attack
enemy,70,80,100,0,True,True,attack
enemy,70,80,100,0,True,False,attack
enemy,70,80,100,1,False,True,attack
enemy,70,80,100,1,False,False,attack
enemy,70,80,100,1,True,True,attack
enemy,70,80,100,1,True,False,attack
enemy,70,80,100,3,False,True,attack
enemy,70,80,100,3,False,False,attack
enemy,70,80,100,3,True,True,attack
enemy,70,80,100,3,True,False,attack
enemy,70,80,500,0,False,True,attack
enemy,70,80,500,0,False,False,attack
enemy,70,80,500,0,True,True,attack
enemy,70,80,500,0,True,False,attack
enemy,70,80,500,1,False,True,attack
enemy,70,80,500,1,False,False,attack
enemy,70,80,500,1,True,True,attack
enemy,70,80,500,1,True,False,attack
enemy,70,80,500,3,False,True,attack
enemy,70,80,500,3,False,False,attack
enemy,70,80,500,3,True,True,attack
enemy,70,80,500,3,True,False,attack
enemy,100,5,0,0,False,True,flee
enemy,100,5,0,0,False,False,flee
enemy,100,5,0,0,True,True,flee
enemy,100,5,0,0,True,False,flee
enemy,100,5,0,1,False,True,flee
enemy,100,5,0,1,False,False,flee
enemy,100,5,0,1,True,True,flee
enemy,100,5,0,1,True,False,flee
enemy,100,5,0,3,False,True,flee
enemy,100,5,0,3,False,False,flee
enemy,100,5,0,3,True,True,flee
enemy,100,5,0,3,True,False,flee
enemy,100,5,30,0,False,True,flee
enemy,100,5,30,0,False,False,flee
enemy,100,5,30,0,True,True,flee
enemy,100,5,30,0,True,False,flee
enemy,100,5,30,1,False,True,flee
enemy,100,5,30,1,False,False,flee
enemy,100,5,30,1,True,True,flee
enemy,100,5,30,1,True,False,flee
enemy,100,5,30,3,False,True,flee
enemy,100,5,30,3,False,False,flee
enemy,100,5,30,3,True,True,flee
enemy,100,5,30,3,True,False,flee
enemy,100,5,100,0,False,True,flee
enemy,100,5,100,0,False,False,flee
enemy,100,5,100,0,True,True,flee
enemy,100,5,100,0,True,False,flee
enemy,100,5,100,1,False,True,flee
enemy,100,5,100,1,False,False,flee
enemy,100,5,100,1,True,True,flee
enemy,100,5,100,1,True,False,flee
enemy,100,5,100,3,False,True,flee
enemy,100,5,100,3,False,False,flee
enemy,100,5,100,3,True,True,flee
enemy,100,5,100,3,True,False,flee
enemy,100,5,500,0,False,True,flee
enemy,100,5,500,0,False,False,flee
enemy,100,5,500,0,True,True,flee
enemy,100,5,500,0,True,False,flee
enemy,100,5,500,1,False,True,flee
enemy,100,5,500,1,False,False,flee
enemy,100,5,500,1,True,True,flee
enemy,100,5,500,1,True,False,flee
enemy,100,5,500,3,False,True,flee
enemy,100,5,500,3,False,False,flee
enemy,100,5,500,3,True,True,flee
enemy,100,5,500,3,True,False,flee
enemy,100,20,0,0,False,True,defend
enemy,100,20,0,0,False,False,defend
enemy,100,20,0,0,True,True,defend
enemy,100,20,0,0,True,False,defend
enemy,100,20,0,1,False,True,defend
enemy,100,20,0,1,False,False,defend
enemy,100,20,0,1,True,True,defend
enemy,100,20,0,1,True,False,defend
enemy,100,20,0,3,False,True,defend
enemy,100,20,0,3,False,False,defend
enemy,100,20,0,3,True,True,defend
enemy,100,20,0,3,True,False,defend
enemy,100,20,30,0,False,True,defend
enemy,100,20,30,0,False,False,defend
enemy,100,20,30,0,True,True,defend
enemy,100,20,30,0,True,False,defend
enemy,100,20,30,1,False,True,defend
enemy,100,20,30,1,False,False,defend
enemy,100,20,30,1,True,True,defend
enemy,100,20,30,1,True,False,defend
enemy,100,20,30,3,False,True,defend
enemy,100,20,30,3,False,False,defend
enemy,100,20,30,3,True,True,defend
enemy,100,20,30,3,True,False,defend
enemy,100,20,100,0,False,True,defend
enemy,100,20,100,0,False,False,defend
enemy,100,20,100,0,True,True,defend
enemy,100,20,100,0,True,False,defend
enemy,100,20,100,1,False,True,defend
enemy,100,20,100,1,False,False,defend
enemy,100,20,100,1,True,True,defend
enemy,100,20,100,1,True,False,defend
enemy,100,20,100,3,False,True,defend
enemy,100,20,100,3,False,False,defend
enemy,100,20,100,3,True,True,defend
enemy,100,20,100,3,True,False,defend
enemy,100,20,500,0,False,True,defend
enemy,100,20,500,0,False,False,defend
enemy,100,20,500,0,True,True,defend
enemy,100,20,500,0,True,False,defend
enemy,100,20,500,1,False,True,defend
enemy,100,20,500,1,False,False,defend
enemy,100,20,500,1,True,True,defend
enemy,100,20,500,1,True,False,defend
enemy,100,20,500,3,False,True,defend
enemy,100,20,500,3,False,False,defend
enemy,100,20,500,3,True,True,defend
enemy,100,20,500,3,True,False,defend
enemy,100,40,0,0,False,True,defend
enemy,100,40,0,0,False,False,defend
enemy,100,40,0,0,True,True,defend
enemy,100,40,0,0,True,False,defend
enemy,100,40,0,1,False,True,defend
enemy,100,40,0,1,False,False,defend
enemy,100,40,0,1,True,True,defend
enemy,100,40,0,1,True,False,defend
enemy,100,40,0,3,False,True,defend
enemy,100,40,0,3,False,False,defend
enemy,100,40,0,3,True,True,defend
enemy,100,40,0,3,True,False,defend
enemy,100,40,30,0,False,True,defend
enemy,100,40,30,0,False,False,defend
enemy,100,40,30,0,True,True,defend
enemy,100,40,30,0,True,False,defend
enemy,100,40,30,1,False,True,defend
enemy,100,40,30,1,False,False,defend
enemy,100,40,30,1,True,True,defend
enemy,100,40,30,1,True,False,defend
enemy,100,40,30,3,False,True,defend
enemy,100,40,30,3,False,False,defend
enemy,100,40,30,3,True,True,defend
enemy,100,40,30,3,True,False,defend
enemy,100,40,100,0,False,True,defend
enemy,100,40,100,0,False,False,defend
enemy,100,40,100,0,True,True,defend
enemy,100,40,100,0,True,False,defend
enemy,100,40,100,1,False,True,defend
enemy,100,40,100,1,False,False,defend
enemy,100,40,100,1,True,True,defend
enemy,100,40,100,1,True,False,defend
enemy,100,40,100,3,False,True,defend
enemy,100,40,100,3,False,False,defend
enemy,100,40,100,3,True,True,defend
enemy,100,40,100,3,True,False,defend
enemy,100,40,500,0,False,True,defend
enemy,100,40,500,0,False,False,defend
enemy,100,40,500,0,True,True,defend
enemy,100,40,500,0,True,False,defend
enemy,100,40,500,1,False,True,defend
enemy,100,40,500,1,False,False,defend
enemy,100,40,500,1,True,True,defend
enemy,100,40,500,1,True,False,defend
enemy,100,40,500,3,False,True,defend
enemy,100,40,500,3,False,False,defend
enemy,100,40,500,3,True,True,defend
enemy,100,40,500,3,True,False,defend
enemy,100,80,0,0,False,True,attack
enemy,100,80,0,0,False,False,attack
enemy,100,80,0,0,True,True,attack
enemy,100,80,0,0,True,False,attack
enemy,100,80,0,1,False,True,attack
enemy,100,80,0,1,False,False,attack
enemy,100,80,0,1,True,True,attack
enemy,100,80,0,1,True,False,attack
enemy,100,80,0,3,False,True,attack
enemy,100,80,0,3,False,False,attack
enemy,100,80,0,3,True,True,attack
enemy,100,80,0,3,True,False,attack
enemy,100,80,30,0,False,True,attack
enemy,100,80,30,0,False,False,attack
enemy,100,80,30,0,True,True,attack
enemy,100,80,30,0,True,False,attack
enemy,100,80,30,1,False,True,attack
enemy,100,80,30,1,False,False,attack
enemy,100,80,30,1,True,True,attack
enemy,100,80,30,1,True,False,attack
enemy,100,80,30,3,False,True,attack
enemy,100,80,30,3,False,False,attack
enemy,100,80,30,3,True,True,attack
enemy,100,80,30,3,True,False,attack
enemy,100,80,100,0,False,True,attack
enemy,100,80,100,0,False,False,attack
enemy,100,80,100,0,True,True,attack
enemy,100,80,100,0,True,False,attack
enemy,100,80,100,1,False,True,attack
enemy,100,80,100,1,False,False,attack
enemy,100,80,100,1,True,True,attack
enemy,100,80,100,1,True,False,attack
enemy,100,80,100,3,False,True,attack
enemy,100,80,100,3,False,False,attack
enemy,100,80,100,3,True,True,attack
enemy,100,80,100,3,True,False,attack
enemy,100,80,500,0,False,True,attack
enemy,100,80,500,0,False,False,attack
enemy,100,80,500,0,True,True,attack
enemy,100,80,500,0,True,False,attack
enemy,100,80,500,1,False,True,attack
enemy,100,80,500,1,False,False,attack
enemy,100,80,500,1,True,True,attack
enemy,100,80,500,1,True,False,attack
enemy,100,80,500,3,False,True,attack
enemy,100,80,500,3,False,False,attack
enemy,100,80,500,3,True,True,attack
enemy,100,80,500,3,True,False,attack
friendly,10,5,0,0,False,True,help
friendly,10,5,0,0,False,False,help
friendly,10,5,0,0,True,True,help
friendly,10,5,0,0,True,False,help
friendly,10,5,0,1,False,True,help
friendly,10,5,0,1,False,False,help
friendly,10,5,0,1,True,True,help
friendly,10,5,0,1,True,False,help
friendly,10,5,0,3,False,True,help
friendly,10,5,0,3,False,False,help
friendly,10,5,0,3,True,True,help
friendly,10,5,0,3,True,False,help
friendly,10,5,30,0,False,True,help
friendly,10,5,30,0,False,False,help
friendly,10,5,30,0,True,True,help
friendly,10,5,30,0,True,False,help
friendly,10,5,30,1,False,True,help
friendly,10,5,30,1,False,False,help
friendly,10,5,30,1,True,True,help
friendly,10,5,30,1,True,False,help
friendly,10,5,30,3,False,True,help
friendly,10,5,30,3,False,False,help
friendly,10,5,30,3,True,True,help
friendly,10,5,30,3,True,False,help
friendly,10,5,100,0,False,True,help
friendly,10,5,100,0,False,False,help
friendly,10,5,100,0,True,True,help
friendly,10,5,100,0,True,False,help
friendly,10,5,100,1,False,True,help
friendly,10,5,100,1,False,False,help
friendly,10,5,100,1,True,True,help
friendly,10,5,100,1,True,False,help
friendly,10,5,100,3,False,True,help
friendly,10,5,100,3,False,False,help
friendly,10,5,100,3,True,True,help
friendly,10,5,100,3,True,False,help
friendly,10,5,500,0,False,True,help
friendly,10,5,500,0,False,False,help
friendly,10,5,500,0,True,True,help
friendly,10,5,500,0,True,False,help
friendly,10,5,500,1,False,True,help
friendly,10,5,500,1,False,False,help
friendly,10,5,500,1,True,True,help
friendly,10,5,500,1,True,False,help
friendly,10,5,500,3,False,True,help
friendly,10,5,500,3,False,False,help
friendly,10,5,500,3,True,True,help
friendly,10,5,500,3,True,False,help
friendly,10,20,0,0,False,True,help
friendly,10,20,0,0,False,False,help
friendly,10,20,0,0,True,True,help
friendly,10,20,0,0,True,False,help
friendly,10,20,0,1,False,True,help
friendly,10,20,0,1,False,False,help
friendly,10,20,0,1,True,True,help
friendly,10,20,0,1,True,False,help
friendly,10,20,0,3,False,True,help
friendly,10,20,0,3,False,False,help
friendly,10,20,0,3,True,True,help
friendly,10,20,0,3,True,False,help
friendly,10,20,30,0,False,True,help
friendly,10,20,30,0,False,False,help
friendly,10,20,30,0,True,True,help
friendly,10,20,30,0,True,False,help
friendly,10,20,30,1,False,True,help
friendly,10,20,30,1,False,False,help
friendly,10,20,30,1,True,True,help
friendly,10,20,30,1,True,False,help
friendly,10,20,30,3,False,True,help
friendly,10,20,30,3,False,False,help
friendly,10,20,30,3,True,True,help
friendly,10,20,30,3,True,False,help
friendly,10,20,100,0,False,True,help
friendly,10,20,100,0,False,False,help
friendly,10,20,100,0,True,True,help
friendly,10,20,100,0,True,False,help
friendly,10,20,100,1,False,True,help
friendly,10,20,100,1,False,False,help
friendly,10,20,100,1,True,True,help
friendly,10,20,100,1,True,False,help
friendly,10,20,100,3,False,True,help
friendly,10,20,100,3,False,False,help
friendly,10,20,100,3,True,True,help
friendly,10,20,100,3,True,False,help
friendly,10,20,500,0,False,True,help
friendly,10,20,500,0,False,False,help
friendly,10,20,500,0,True,True,help
friendly,10,20,500,0,True,False,help
friendly,10,20,500,1,False,True,help
friendly,10,20,500,1,False,False,help
friendly,10,20,500,1,True,True,help
friendly,10,20,500,1,True,False,help
friendly,10,20,500,3,False,True,help
friendly,10,20,500,3,False,False,help
friendly,10,20,500,3,True,True,help
friendly,10,20,500,3,True,False,help
friendly,10,40,0,0,False,True,help
friendly,10,40,0,0,False,False,help
friendly,10,40,0,0,True,True,help
friendly,10,40,0,0,True,False,help
friendly,10,40,0,1,False,True,help
friendly,10,40,0,1,False,False,help
friendly,10,40,0,1,True,True,help
friendly,10,40,0,1,True,False,help
friendly,10,40,0,3,False,True,help
friendly,10,40,0,3,False,False,help
friendly,10,40,0,3,True,True,help
friendly,10,40,0,3,True,False,help
friendly,10,40,30,0,False,True,help
friendly,10,40,30,0,False,False,help
friendly,10,40,30,0,True,True,help
friendly,10,40,30,0,True,False,help
friendly,10,40,30,1,False,True,help
friendly,10,40,30,1,False,False,help
friendly,10,40,30,1,True,True,help
friendly,10,40,30,1,True,False,help
friendly,10,40,30,3,False,True,help
friendly,10,40,30,3,False,False,help
friendly,10,40,30,3,True,True,help
friendly,10,40,30,3,True,False,help
friendly,10,40,100,0,False,True,help
friendly,10,40,100,0,False,False,help
friendly,10,40,100,0,True,True,help
friendly,10,40,100,0,True,False,help
friendly,10,40,100,1,False,True,help
friendly,10,40,100,1,False,False,help
friendly,10,40,100,1,True,True,help
friendly,10,40,100,1,True,False,help
friendly,10,40,100,3,False,True,help
friendly,10,40,100,3,False,False,help
friendly,10,40,100,3,True,True,help
friendly,10,40,100,3,True,False,help
friendly,10,40,500,0,False,True,help
friendly,10,40,500,0,False,False,help
friendly,10,40,500,0,True,True,help
friendly,10,40,500,0,True,False,help
friendly,10,40,500,1,False,True,help
friendly,10,40,500,1,False,False,help
friendly,10,40,500,1,True,True,help
friendly,10,40,500,1,True,False,help
friendly,10,40,500,3,False,True,help
friendly,10,40,500,3,False,False,help
friendly,10,40,500,3,True,True,help
friendly,10,40,500,3,True,False,help
friendly,10,80,0,0,False,True,help
friendly,10,80,0,0,False,False,help
friendly,10,80,0,0,True,True,help
friendly,10,80,0,0,True,False,help
friendly,10,80,0,1,False,True,help
friendly,10,80,0,1,False,False,help
friendly,10,80,0,1,True,True,help
friendly,10,80,0,1,True,False,help
friendly,10,80,0,3,False,True,help
friendly,10,80,0,3,False,False,help
friendly,10,80,0,3,True,True,help
friendly,10,80,0,3,True,False,help
friendly,10,80,30,0,False,True,help
friendly,10,80,30,0,False,False,help
friendly,10,80,30,0,True,True,help
friendly,10,80,30,0,True,False,help
friendly,10,80,30,1,False,True,help
friendly,10,80,30,1,False,False,help
friendly,10,80,30,1,True,True,help
friendly,10,80,30,1,True,False,help
friendly,10,80,30,3,False,True,help
friendly,10,80,30,3,False,False,help
friendly,10,80,30,3,True,True,help
friendly,10,80,30,3,True,False,help
friendly,10,80,100,0,False,True,help
friendly,10,80,100,0,False,False,help
friendly,10,80,100,0,True,True,help
friendly,10,80,100,0,True,False,help
friendly,10,80,100,1,False,True,help
friendly,10,80,100,1,False,False,help
friendly,10,80,100,1,True,True,help
friendly,10,80,100,1,True,False,help
friendly,10,80,100,3,False,True,help
friendly,10,80,100,3,False,False,help
friendly,10,80,100,3,True,True,help
friendly,10,80,100,3,True,False,help
friendly,10,80,500,0,False,True,help
friendly,10,80,500,0,False,False,help
friendly,10,80,500,0,True,True,help
friendly,10,80,500,0,True,False,help
friendly,10,80,500,1,False,True,help
friendly,10,80,500,1,False,False,help
friendly,10,80,500,1,True,True,help
friendly,10,80,500,1,True,False,help
friendly,10,80,500,3,False,True,help
friendly,10,80,500,3,False,False,help
friendly,10,80,500,3,True,True,help
friendly,10,80,500,3,True,False,help
friendly,30,5,0,0,False,True,help
friendly,30,5,0,0,False,False,help
friendly,30,5,0,0,True,True,help
friendly,30,5,0,0,True,False,help
friendly,30,5,0,1,False,True,help
friendly,30,5,0,1,False,False,help
friendly,30,5,0,1,True,True,help
friendly,30,5,0,1,True,False,help
friendly,30,5,0,3,False,True,help
friendly,30,5,0,3,False,False,help
friendly,30,5,0,3,True,True,help
friendly,30,5,0,3,True,False,help
friendly,30,5,30,0,False,True,help
friendly,30,5,30,0,False,False,help
friendly,30,5,30,0,True,True,help
friendly,30,5,30,0,True,False,help
friendly,30,5,30,1,False,True,help
friendly,30,5,30,1,False,False,help
friendly,30,5,30,1,True,True,help
friendly,30,5,30,1,True,False,help
friendly,30,5,30,3,False,True,help
friendly,30,5,30,3,False,False,help
friendly,30,5,30,3,True,True,help
friendly,30,5,30,3,True,False,help
friendly,30,5,100,0,False,True,help
friendly,30,5,100,0,False,False,help
friendly,30,5,100,0,True,True,help
friendly,30,5,100,0,True,False,help
friendly,30,5,100,1,False,True,help
friendly,30,5,100,1,False,False,help
friendly,30,5,100,1,True,True,help
friendly,30,5,100,1,True,False,help
friendly,30,5,100,3,False,True,help
friendly,30,5,100,3,False,False,help
friendly,30,5,100,3,True,True,help
friendly,30,5,100,3,True,False,help
friendly,30,5,500,0,False,True,help
friendly,30,5,500,0,False,False,help
friendly,30,5,500,0,True,True,help
friendly,30,5,500,0,True,False,help
friendly,30,5,500,1,False,True,help
friendly,30,5,500,1,False,False,help
friendly,30,5,500,1,True,True,help
friendly,30,5,500,1,True,False,help
friendly,30,5,500,3,False,True,help
friendly,30,5,500,3,False,False,help
friendly,30,5,500,3,True,True,help
friendly,30,5,500,3,True,False,help
friendly,30,20,0,0,False,True,help
friendly,30,20,0,0,False,False,help
friendly,30,20,0,0,True,True,help
friendly,30,20,0,0,True,False,help
friendly,30,20,0,1,False,True,help
friendly,30,20,0,1,False,False,help
friendly,30,20,0,1,True,True,help
friendly,30,20,0,1,True,False,help
friendly,30,20,0,3,False,True,help
friendly,30,20,0,3,False,False,help
friendly,30,20,0,3,True,True,help
friendly,30,20,0,3,True,False,help
friendly,30,20,30,0,False,True,help
friendly,30,20,30,0,False,False,help
friendly,30,20,30,0,True,True,help
friendly,30,20,30,0,True,False,help
friendly,30,20,30,1,False,True,help
friendly,30,20,30,1,False,False,help
friendly,30,20,30,1,True,True,help
friendly,30,20,30,1,True,False,help
friendly,30,20,30,3,False,True,help
friendly,30,20,30,3,False,False,help
friendly,30,20,30,3,True,True,help
friendly,30,20,30,3,True,False,help
friendly,30,20,100,0,False,True,help
friendly,30,20,100,0,False,False,help
friendly,30,20,100,0,True,True,help
friendly,30,20,100,0,True,False,help
friendly,30,20,100,1,False,True,help
friendly,30,20,100,1,False,False,help
friendly,30,20,100,1,True,True,help
friendly,30,20,100,1,True,False,help
friendly,30,20,100,3,False,True,help
friendly,30,20,100,3,False,False,help
friendly,30,20,100,3,True,True,help
friendly,30,20,100,3,True,False,help
friendly,30,20,500,0,False,True,help
friendly,30,20,500,0,False,False,help
friendly,30,20,500,0,True,True,help
friendly,30,20,500,0,True,False,help
friendly,30,20,500,1,False,True,help
friendly,30,20,500,1,False,False,help
friendly,30,20,500,1,True,True,help
friendly,30,20,500,1,True,False,help
friendly,30,20,500,3,False,True,help
friendly,30,20,500,3,False,False,help
friendly,30,20,500,3,True,True,help
friendly,30,20,500,3,True,False,help
friendly,30,40,0,0,False,True,help
friendly,30,40,0,0,False,False,help
friendly,30,40,0,0,True,True,help
friendly,30,40,0,0,True,False,help
friendly,30,40,0,1,False,True,help
friendly,30,40,0,1,False,False,help
friendly,30,40,0,1,True,True,help
friendly,30,40,0,1,True,False,help
friendly,30,40,0,3,False,True,help
friendly,30,40,0,3,False,False,help
friendly,30,40,0,3,True,True,help
friendly,30,40,0,3,True,False,help
friendly,30,40,30,0,False,True,help
friendly,30,40,30,0,False,False,help
friendly,30,40,30,0,True,True,help
friendly,30,40,30,0,True,False,help
friendly,30,40,30,1,False,True,help
friendly,30,40,30,1,False,False,help
friendly,30,40,30,1,True,True,help
friendly,30,40,30,1,True,False,help
friendly,30,40,30,3,False,True,help
friendly,30,40,30,3,False,False,help
friendly,30,40,30,3,True,True,help
friendly,30,40,30,3,True,False,help
friendly,30,40,100,0,False,True,help
friendly,30,40,100,0,False,False,help
friendly,30,40,100,0,True,True,help
friendly,30,40,100,0,True,False,help
friendly,30,40,100,1,False,True,help
friendly,30,40,100,1,False,False,help
friendly,30,40,100,1,True,True,help
friendly,30,40,100,1,True,False,help
friendly,30,40,100,3,False,True,help
friendly,30,40,100,3,False,False,help
friendly,30,40,100,3,True,True,help
friendly,30,40,100,3,True,False,help
friendly,30,40,500,0,False,True,help
friendly,30,40,500,0,False,False,help
friendly,30,40,500,0,True,True,help
friendly,30,40,500,0,True,False,help
friendly,30,40,500,1,False,True,help
friendly,30,40,500,1,False,False,help
friendly,30,40,500,1,True,True,help
friendly,30,40,500,1,True,False,help
friendly,30,40,500,3,False,True,help
friendly,30,40,500,3,False,False,help
friendly,30,40,500,3,True,True,help
friendly,30,40,500,3,True,False,help
friendly,30,80,0,0,False,True,help
friendly,30,80,0,0,False,False,help
friendly,30,80,0,0,True,True,help
friendly,30,80,0,0,True,False,help
friendly,30,80,0,1,False,True,help
friendly,30,80,0,1,False,False,help
friendly,30,80,0,1,True,True,help
friendly,30,80,0,1,True,False,help
friendly,30,80,0,3,False,True,help
friendly,30,80,0,3,False,False,help
friendly,30,80,0,3,True,True,help
friendly,30,80,0,3,True,False,help
friendly,30,80,30,0,False,True,help
friendly,30,80,30,0,False,False,help
friendly,30,80,30,0,True,True,help
friendly,30,80,30,0,True,False,help
friendly,30,80,30,1,False,True,help
friendly,30,80,30,1,False,False,help
friendly,30,80,30,1,True,True,help
friendly,30,80,30,1,True,False,help
friendly,30,80,30,3,False,True,help
friendly,30,80,30,3,False,False,help
friendly,30,80,30,3,True,True,help
friendly,30,80,30,3,True,False,help
friendly,30,80,100,0,False,True,help
friendly,30,80,100,0,False,False,help
friendly,30,80,100,0,True,True,help
friendly,30,80,100,0,True,False,help
friendly,30,80,100,1,False,True,help
friendly,30,80,100,1,False,False,help
friendly,30,80,100,1,True,True,help
friendly,30,80,100,1,True,False,help
friendly,30,80,100,3,False,True,help
friendly,30,80,100,3,False,False,help
friendly,30,80,100,3,True,True,help
friendly,30,80,100,3,True,False,help
friendly,30,80,500,0,False,True,help
friendly,30,80,500,0,False,False,help
friendly,30,80,500,0,True,True,help
friendly,30,80,500,0,True,False,help
friendly,30,80,500,1,False,True,help
friendly,30,80,500,1,False,False,help
friendly,30,80,500,1,True,True,help
friendly,30,80,500,1,True,False,help
friendly,30,80,500,3,False,True,help
friendly,30,80,500,3,False,False,help
friendly,30,80,500,3,True,True,help
friendly,30,80,500,3,True,False,help
friendly,50,5,0,0,False,True,idle
friendly,50,5,0,0,False,False,talk
friendly,50,5,0,0,True,True,idle
friendly,50,5,0,0,True,False,talk
friendly,50,5,0,1,False,True,idle
friendly,50,5,0,1,False,False,talk
friendly,50,5,0,1,True,True,idle
friendly,50,5,0,1,True,False,talk
friendly,50,5,0,3,False,True,idle
friendly,50,5,0,3,False,False,talk
friendly,50,5,0,3,True,True,idle
friendly,50,5,0,3,True,False,talk
friendly,50,5,30,0,False,True,idle
friendly,50,5,30,0,False,False,talk
friendly,50,5,30,0,True,True,idle
friendly,50,5,30,0,True,False,talk
friendly,50,5,30,1,False,True,idle
friendly,50,5,30,1,False,False,talk
friendly,50,5,30,1,True,True,idle
friendly,50,5,30,1,True,False,talk
friendly,50,5,30,3,False,True,idle
friendly,50,5,30,3,False,False,talk
friendly,50,5,30,3,True,True,idle
friendly,50,5,30,3,True,False,talk
friendly,50,5,100,0,False,True,idle
friendly,50,5,100,0,False,False,talk
friendly,50,5,100,0,True,True,idle
friendly,50,5,100,0,True,False,talk
friendly,50,5,100,1,False,True,idle
friendly,50,5,100,1,False,False,talk
friendly,50,5,100,1,True,True,idle
friendly,50,5,100,1,True,False,talk
friendly,50,5,100,3,False,True,idle
friendly,50,5,100,3,False,False,talk
friendly,50,5,100,3,True,True,idle
friendly,50,5,100,3,True,False,talk
friendly,50,5,500,0,False,True,idle
friendly,50,5,500,0,False,False,talk
friendly,50,5,500,0,True,True,idle
friendly,50,5,500,0,True,False,talk
friendly,50,5,500,1,False,True,idle
friendly,50,5,500,1,False,False,talk
friendly,50,5,500,1,True,True,idle
friendly,50,5,500,1,True,False,talk
friendly,50,5,500,3,False,True,idle
friendly,50,5,500,3,False,False,talk
friendly,50,5,500,3,True,True,idle
friendly,50,5,500,3,True,False,talk
friendly,50,20,0,0,False,True,idle
friendly,50,20,0,0,False,False,talk
friendly,50,20,0,0,True,True,idle
friendly,50,20,0,0,True,False,talk
friendly,50,20,0,1,False,True,idle
friendly,50,20,0,1,False,False,talk
friendly,50,20,0,1,True,True,idle
friendly,50,20,0,1,True,False,talk
friendly,50,20,0,3,False,True,idle
friendly,50,20,0,3,False,False,talk
friendly,50,20,0,3,True,True,idle
friendly,50,20,0,3,True,False,talk
friendly,50,20,30,0,False,True,idle
friendly,50,20,30,0,False,False,talk
friendly,50,20,30,0,True,True,idle
friendly,50,20,30,0,True,False,talk
friendly,50,20,30,1,False,True,idle
friendly,50,20,30,1,False,False,talk
friendly,50,20,30,1,True,True,idle
friendly,50,20,30,1,True,False,talk
friendly,50,20,30,3,False,True,idle
friendly,50,20,30,3,False,False,talk
friendly,50,20,30,3,True,True,idle
friendly,50,20,30,3,True,False,talk
friendly,50,20,100,0,False,True,idle
friendly,50,20,100,0,False,False,talk
friendly,50,20,100,0,True,True,idle
friendly,50,20,100,0,True,False,talk
friendly,50,20,100,1,False,True,idle
friendly,50,20,100,1,False,False,talk
friendly,50,20,100,1,True,True,idle
friendly,50,20,100,1,True,False,talk
friendly,50,20,100,3,False,True,idle
friendly,50,20,100,3,False,False,talk
friendly,50,20,100,3,True,True,idle
friendly,50,20,100,3,True,False,talk
friendly,50,20,500,0,False,True,idle
friendly,50,20,500,0,False,False,talk
friendly,50,20,500,0,True,True,idle
friendly,50,20,500,0,True,False,talk
friendly,50,20,500,1,False,True,idle
friendly,50,20,500,1,False,False,talk
friendly,50,20,500,1,True,True,idle
friendly,50,20,500,1,True,False,talk
friendly,50,20,500,3,False,True,idle
friendly,50,20,500,3,False,False,talk
friendly,50,20,500,3,True,True,idle
friendly,50,20,500,3,True,False,talk
friendly,50,40,0,0,False,True,idle
friendly,50,40,0,0,False,False,talk
friendly,50,40,0,0,True,True,idle
friendly,50,40,0,0,True,False,talk
friendly,50,40,0,1,False,True,idle
friendly,50,40,0,1,False,False,talk
friendly,50,40,0,1,True,True,idle
friendly,50,40,0,1,True,False,talk
friendly,50,40,0,3,False,True,idle
friendly,50,40,0,3,False,False,talk
friendly,50,40,0,3,True,True,idle
friendly,50,40,0,3,True,False,talk
friendly,50,40,30,0,False,True,idle
friendly,50,40,30,0,False,False,talk
friendly,50,40,30,0,True,True,idle
friendly,50,40,30,0,True,False,talk
friendly,50,40,30,1,False,True,idle
friendly,50,40,30,1,False,False,talk
friendly,50,40,30,1,True,True,idle
friendly,50,40,30,1,True,False,talk
friendly,50,40,30,3,False,True,idle
friendly,50,40,30,3,False,False,talk
friendly,50,40,30,3,True,True,idle
friendly,50,40,30,3,True,False,talk
friendly,50,40,100,0,False,True,idle
friendly,50,40,100,0,False,False,talk
friendly,50,40,100,0,True,True,idle
friendly,50,40,100,0,True,False,talk
friendly,50,40,100,1,False,True,idle
friendly,50,40,100,1,False,False,talk
friendly,50,40,100,1,True,True,idle
friendly,50,40,100,1,True,False,talk
friendly,50,40,100,3,False,True,idle
friendly,50,40,100,3,False,False,talk
friendly,50,40,100,3,True,True,idle
friendly,50,40,100,3,True,False,talk
friendly,50,40,500,0,False,True,idle
friendly,50,40,500,0,False,False,talk
friendly,50,40,500,0,True,True,idle
friendly,50,40,500,0,True,False,talk
friendly,50,40,500,1,False,True,idle
friendly,50,40,500,1,False,False,talk
friendly,50,40,500,1,True,True,idle
friendly,50,40,500,1,True,False,talk
friendly,50,40,500,3,False,True,idle
friendly,50,40,500,3,False,False,talk
friendly,50,40,500,3,True,True,idle
friendly,50,40,500,3,True,False,talk
